phase,method,dataset,N,d,centers,std,noise_frac,seed,backend,n_splits,splitA_pos,splitA_size,chunksize,knn_eff,fit_time,ext_time,total_time,n_obs,ari,ami
baseline,minibatch_seq,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.011789560317993164,0.0,0.011789560317993164,-1,0.6705479092690267,0.7966203735296974
baseline,minibatch_joblib,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.11462950706481934,0.0,0.11462950706481934,-1,0.7506122732521018,0.8576194543243137
baseline,minibatch_dask,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.10855722427368164,0.0,0.10855722427368164,-1,0.7506122732521018,0.8576194543243137
baseline,kmeans_seq,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.021838903427124023,0.0,0.021838903427124023,-1,0.9357742750989047,0.9206297290350404
baseline,minibatch_seq,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.012908458709716797,0.0,0.012908458709716797,-1,0.6705479092690267,0.7966203735296974
baseline,minibatch_joblib,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.11529064178466797,0.0,0.11529064178466797,-1,0.7506122732521018,0.8576194543243137
baseline,minibatch_dask,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.10705685615539551,0.0,0.10705685615539551,-1,0.7506122732521018,0.8576194543243137
baseline,kmeans_seq,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.021923065185546875,0.0,0.021923065185546875,-1,0.9357742750989047,0.9206297290350404
baseline,kmeans_seq,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.023145437240600586,0.0,0.023145437240600586,-1,0.9357742750989047,0.9206297290350404
baseline,minibatch_seq,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.012190580368041992,0.0,0.012190580368041992,-1,0.6705479092690267,0.7966203735296974
baseline,minibatch_seq,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.012377500534057617,0.0,0.012377500534057617,-1,0.6705479092690267,0.7966203735296974
baseline,minibatch_joblib,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.11489605903625488,0.0,0.11489605903625488,-1,0.7506122732521018,0.8576194543243137
baseline,minibatch_joblib,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.11535143852233887,0.0,0.11535143852233887,-1,0.7506122732521018,0.8576194543243137
baseline,minibatch_dask,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.10661649703979492,0.0,0.10661649703979492,-1,0.7506122732521018,0.8576194543243137
baseline,minibatch_dask,noisy_blobs,50000,10,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,0.11199259757995605,0.0,0.11199259757995605,-1,0.7506122732521018,0.8576194543243137
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,2,0,26250,2000,5,0.29187560081481934,0.22209692001342773,0.5139725208282471,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,2,0,26250,2000,5,0.29504990577697754,0.22155284881591797,0.5166027545928955,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,2,0,26250,2000,5,0.2947852611541748,0.2228226661682129,0.5176079273223877,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,2,0,26250,2000,5,0.29645299911499023,0.22186613082885742,0.5183191299438477,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,2,0,26250,2000,5,0.2936530113220215,0.22180461883544922,0.5154576301574707,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,2,0,26250,2000,5,0.2982306480407715,0.2231616973876953,0.5213923454284668,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,2,0,26250,2000,5,0.29823923110961914,0.22339940071105957,0.5216386318206787,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,2,0,26250,2000,5,0.2963263988494873,0.22352147102355957,0.5198478698730469,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,4,0,13125,2000,5,0.15331053733825684,0.22641849517822266,0.3797290325164795,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,4,0,13125,2000,5,0.1531519889831543,0.22670531272888184,0.37985730171203613,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,4,0,13125,2000,5,0.15378713607788086,0.22754549980163574,0.3813326358795166,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,4,0,13125,2000,5,0.15326380729675293,0.22839117050170898,0.3816549777984619,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,4,0,13125,2000,5,0.15373706817626953,0.22799158096313477,0.3817286491394043,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,8,0,6563,2000,5,0.07532072067260742,0.19272661209106445,0.2680473327636719,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,4,0,13125,2000,5,0.15446233749389648,0.2287602424621582,0.3832225799560547,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,4,0,13125,2000,5,0.15489864349365234,0.22871088981628418,0.3836095333099365,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,4,0,13125,2000,5,0.156264066696167,0.2289290428161621,0.3851931095123291,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,8,0,6563,2000,5,0.07554221153259277,0.1920022964477539,0.2675445079803467,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,8,0,6563,2000,5,0.07546424865722656,0.19147896766662598,0.26694321632385254,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,8,0,6563,2000,5,0.07611608505249023,0.19339418411254883,0.26951026916503906,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,16,0,3282,2000,5,0.04239296913146973,0.1885077953338623,0.23090076446533203,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,8,0,6563,2000,5,0.07578873634338379,0.19140291213989258,0.26719164848327637,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,8,0,6563,2000,5,0.07563376426696777,0.1920013427734375,0.2676351070404053,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,8,0,6563,2000,5,0.07576155662536621,0.19182467460632324,0.26758623123168945,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,8,0,6563,2000,5,0.07682061195373535,0.19170475006103516,0.2685253620147705,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,16,0,3282,2000,5,0.04280519485473633,0.18797063827514648,0.2307758331298828,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,16,0,3282,2000,5,0.04373645782470703,0.18872594833374023,0.23246240615844727,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,16,0,3282,2000,5,0.043291568756103516,0.18683505058288574,0.23012661933898926,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,16,0,3282,2000,5,0.04233503341674805,0.18787717819213867,0.23021221160888672,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,16,0,3282,2000,5,0.04289674758911133,0.18917417526245117,0.2320709228515625,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,16,0,3282,2000,5,0.0429229736328125,0.18838119506835938,0.23130416870117188,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,seq,16,0,3282,2000,5,0.042870521545410156,0.18757343292236328,0.23044395446777344,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,2,0,26250,2000,5,0.2955315113067627,0.23512816429138184,0.5306596755981445,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,2,0,26250,2000,5,0.2929694652557373,0.22337865829467773,0.516348123550415,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,2,0,26250,2000,5,0.29466748237609863,0.22368550300598145,0.5183529853820801,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,2,0,26250,2000,5,0.29510498046875,0.2240598201751709,0.5191648006439209,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,2,0,26250,2000,5,0.2956881523132324,0.22235393524169922,0.5180420875549316,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,2,0,26250,2000,5,0.2977559566497803,0.2235574722290039,0.5213134288787842,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,2,0,26250,2000,5,0.2961246967315674,0.22303342819213867,0.519158124923706,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,2,0,26250,2000,5,0.29527878761291504,0.22303318977355957,0.5183119773864746,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,4,0,13125,2000,5,0.14846491813659668,0.2115187644958496,0.3599836826324463,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,4,0,13125,2000,5,0.14781498908996582,0.2121744155883789,0.3599894046783447,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,4,0,13125,2000,5,0.14861464500427246,0.21261096000671387,0.36122560501098633,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,4,0,13125,2000,5,0.14774036407470703,0.2127060890197754,0.3604464530944824,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,4,0,13125,2000,5,0.15040802955627441,0.21113109588623047,0.3615391254425049,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,8,0,6563,2000,5,0.07213377952575684,0.1781165599822998,0.25025033950805664,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,4,0,13125,2000,5,0.15027189254760742,0.2131340503692627,0.3634059429168701,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,4,0,13125,2000,5,0.14870119094848633,0.21390414237976074,0.36260533332824707,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,4,0,13125,2000,5,0.14910387992858887,0.212141752243042,0.36124563217163086,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,8,0,6563,2000,5,0.07394194602966309,0.17057251930236816,0.24451446533203125,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,8,0,6563,2000,5,0.07239842414855957,0.17232918739318848,0.24472761154174805,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,8,0,6563,2000,5,0.0718224048614502,0.1753373146057129,0.24715971946716309,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,16,0,3282,2000,5,0.0421292781829834,0.16894984245300293,0.21107912063598633,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,8,0,6563,2000,5,0.07208108901977539,0.18015074729919434,0.2522318363189697,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,8,0,6563,2000,5,0.0737161636352539,0.173508882522583,0.24722504615783691,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,8,0,6563,2000,5,0.07204627990722656,0.17020106315612793,0.2422473430633545,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,16,0,3282,2000,5,0.04369521141052246,0.15923261642456055,0.202927827835083,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,8,0,6563,2000,5,0.0733189582824707,0.17940211296081543,0.25272107124328613,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,16,0,3282,2000,5,0.04382061958312988,0.16965222358703613,0.21347284317016602,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,16,0,3282,2000,5,0.04320049285888672,0.17032957077026367,0.2135300636291504,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,16,0,3282,2000,5,0.0424649715423584,0.16937971115112305,0.21184468269348145,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,16,0,3282,2000,5,0.04268622398376465,0.1698288917541504,0.21251511573791504,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,16,0,3282,2000,5,0.043039798736572266,0.1720445156097412,0.21508431434631348,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,joblib,16,0,3282,2000,5,0.04338240623474121,0.16858386993408203,0.21196627616882324,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,2,0,26250,2000,5,0.2947204113006592,0.22558259963989258,0.5203030109405518,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,2,0,26250,2000,5,0.29465556144714355,0.2237401008605957,0.5183956623077393,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,2,0,26250,2000,5,0.29581308364868164,0.2228550910949707,0.5186681747436523,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,2,0,26250,2000,5,0.29808831214904785,0.226426362991333,0.5245146751403809,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,2,0,26250,2000,5,0.2965400218963623,0.22437691688537598,0.5209169387817383,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,2,0,26250,2000,5,0.30013465881347656,0.22630548477172852,0.5264401435852051,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,2,0,26250,2000,5,0.29943299293518066,0.22513127326965332,0.524564266204834,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,2,0,26250,2000,5,0.2942523956298828,0.2250516414642334,0.5193040370941162,264,0.9357907184282682,0.9207714845164032
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,4,0,13125,2000,5,0.14947891235351562,0.18712544441223145,0.33660435676574707,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,4,0,13125,2000,5,0.14912891387939453,0.18550920486450195,0.3346381187438965,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,4,0,13125,2000,5,0.15099596977233887,0.18544459342956543,0.3364405632019043,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,4,0,13125,2000,5,0.14957833290100098,0.18744611740112305,0.337024450302124,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,8,0,6563,2000,5,0.07261085510253906,0.15738391876220703,0.2299947738647461,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,4,0,13125,2000,5,0.14908361434936523,0.18961191177368164,0.3386955261230469,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,4,0,13125,2000,5,0.149247407913208,0.1901566982269287,0.3394041061401367,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,4,0,13125,2000,5,0.14934968948364258,0.19120311737060547,0.34055280685424805,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,4,0,13125,2000,5,0.14950323104858398,0.18746638298034668,0.33696961402893066,261,0.9357784133474685,0.9206607608271482
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,8,0,6563,2000,5,0.07357645034790039,0.1581878662109375,0.2317643165588379,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,8,0,6563,2000,5,0.07269954681396484,0.15749692916870117,0.23019647598266602,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,8,0,6563,2000,5,0.07305645942687988,0.15665388107299805,0.22971034049987793,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,16,0,3282,2000,5,0.04272937774658203,0.15271329879760742,0.19544267654418945,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,8,0,6563,2000,5,0.07176518440246582,0.1593165397644043,0.23108172416687012,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,8,0,6563,2000,5,0.0721282958984375,0.1582493782043457,0.2303776741027832,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,16,0,3282,2000,5,0.04270339012145996,0.15797877311706543,0.2006821632385254,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,8,0,6563,2000,5,0.07235145568847656,0.16042757034301758,0.23277902603149414,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,8,0,6563,2000,5,0.07282876968383789,0.15944147109985352,0.2322702407836914,253,0.9357596620463539,0.9204771952523702
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,16,0,3282,2000,5,0.0428156852722168,0.1537795066833496,0.1965951919555664,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,16,0,3282,2000,5,0.04263949394226074,0.15451931953430176,0.1971588134765625,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,16,0,3282,2000,5,0.042891740798950195,0.15376067161560059,0.19665241241455078,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,16,0,3282,2000,5,0.042870521545410156,0.15474820137023926,0.19761872291564941,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,16,0,3282,2000,5,0.042649030685424805,0.15410280227661133,0.19675183296203613,241,0.9357813344515644,0.9206669479504292
experiment,parallel_sdoclust,noisy_blobs,50000,10,5,1.0,0.05,42,dask,16,0,3282,2000,5,0.04325127601623535,0.15555238723754883,0.19880366325378418,241,0.9357813344515644,0.9206669479504292
baseline,sdoclust_full,noisy_blobs,50000,10,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.8643214702606201,0.0,0.8643214702606201,-1,0.9355779281974503,0.9197237332042132
baseline,sdoclust_full,noisy_blobs,50000,10,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.8688805103302002,0.0,0.8688805103302002,-1,0.9355779281974503,0.9197237332042132
baseline,sdoclust_full,noisy_blobs,50000,10,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.8680167198181152,0.0,0.8680167198181152,-1,0.9355779281974503,0.9197237332042132
baseline,sdoclust_full,noisy_blobs,50000,10,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.8784515857696533,0.0,0.8784515857696533,-1,0.9355779281974503,0.9197237332042132
baseline,sdoclust_full,noisy_blobs,50000,10,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.8659121990203857,0.0,0.8659121990203857,-1,0.9355779281974503,0.9197237332042132
baseline,sdoclust_full,noisy_blobs,50000,10,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.8741028308868408,0.0,0.8741028308868408,-1,0.9355779281974503,0.9197237332042132
baseline,sdoclust_full,noisy_blobs,50000,10,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.8758275508880615,0.0,0.8758275508880615,-1,0.9355779281974503,0.9197237332042132
baseline,sdoclust_full,noisy_blobs,50000,10,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.8775546550750732,0.0,0.8775546550750732,-1,0.9355779281974503,0.9197237332042132
baseline,kmeans_seq,noisy_blobs,50000,10,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,0.024555444717407227,0.0,0.024555444717407227,-1,0.9353878615688453,0.9193498738440862
